0,1,2,3,4
0.9671880089819392,0.4380968121803849,0.4984887549541376,0.9322726736376392,0.7444699383003452
0.7643188319722541,0.01231887020330591,0.9830931007621688,0.8522744809601737,0.03664359321487043
0.9237525748244838,0.11898284551274751,0.9924417893483648,0.25218680355486556,0.5610264048910455
0.9792179211485214,0.6255946427530268,0.3431932557012749,0.22506274930650727,0.32360793981965696
0.7535567846092962,0.24123313933735335,0.018579652407582636,0.8800662109032867,0.22021343960232242
0.3437925770776318,0.07699836482205524,0.4728350987688088,0.7662442031942271,0.49693829514416865
0.9172917672442188,0.9662772820792992,0.18452917862354012,0.24925132769402703,0.7780091401640352
0.3558655691713499,0.7314046169290214,0.6292458753640825,0.7281748531672392,0.3122893065809177
0.05455147830497775,0.15032095601880535,0.000742940145887161,0.0263197539225396,0.10191589938112
0.12794977066232505,0.49156583621314887,0.10202991264566497,0.5301707346161213,0.4761586798478731
0.536257172265748,0.7996784991300683,0.9172832910459607,0.8776049102983675,0.2119555116387194
0.6599930891873356,0.09321141488037277,0.1482680061282743,0.3125012812415898,0.5787319371564753
0.23424261012475522,0.55511448517851,0.013046984000703254,0.34234482093755003,0.659427955207454
0.7101280593659418,0.37479280138602833,0.27362008914570524,0.682871585689911,0.8297926926501468
0.421235878074406,0.3116126920265224,0.02583910127018263,0.5547669223178248,0.38561351541849986
0.34286708741990113,0.21179048991267835,0.32716029003021707,0.4890251672215029,0.9080502624787401
0.5189154708727883,0.5461829716414196,0.016511407532504907,0.9121837468923465,0.8933344792209255
0.5631894552042326,0.3325024218489049,0.9161226750644361,0.22983791939614862,0.2141154712289246
0.49074103400728974,0.524449286501952,0.7100987717394524,0.21311227550583367,0.012075925288225875
0.42488315106570407,0.8449397402408293,0.5834117468530966,0.535672046560473,0.7705855796626336
0.3192056373096188,0.851494347175034,0.13184467127491017,0.23424731183882164,0.8887472760322261
0.41787827702876124,0.7045916830745,0.3297951468894895,0.806647258078522,0.6634262572743249
0.017145552002915787,0.10061912324474898,0.9024866878930592,0.3440758374198163,0.15237064433121317
0.438299588339767,0.6335190171928938,0.19639432578427918,0.9921209657903454,0.8489558875419415
0.7419383944302453,0.6611922350606557,0.06827617632578975,0.1127204989170465,0.8474475814073009
0.6272401825306418,0.9286242708669664,0.6533329448337888,0.3681024165243707,0.22244511346620532
0.9924588758607049,0.867934944378779,0.9502383116354627,0.44763906453714963,0.4696740071972546
0.6814344435878125,0.08375304244682025,0.3479481173938417,0.5482785322145338,0.24710644000041904
0.1050339978746333,0.7584944915035335,0.7585866415821404,0.351215896269197,0.7017471613660751
0.12658825210891933,0.0732871690467427,0.5535637694702159,0.6312631154416452,0.8139558768313591
0.7422778633830742,0.8789197110172094,0.4615899023589518,0.47150569972602174,0.4972926843151896
0.060643318283553405,0.7178088837302014,0.702272065932264,0.38390413101856535,0.6258505758776792
0.8191895410512178,0.3634229938710849,0.42135628539750447,0.2727994683499393,0.33788728957694314
0.9999199411408117,0.8684190230298257,0.2596353916370152,0.7818544450839995,0.7620965221628808
0.4309294603116195,0.1621914263062164,0.19093665617217148,0.2629780574128501,0.5210146825216743
0.6769153420880742,0.25354748987282205,0.41826407613880523,0.5105298249146336,0.990844876677963
0.6973003602191449,0.6705192894977414,0.8987394761400211,0.4890113703300386,0.5903244220554138
0.24062711159874495,0.5047811254637201,0.7732363361216537,0.847096699066319,0.029543566063917726
0.7652673533252651,0.3180290726747005,0.233764403225033,0.13733508395405847,0.9979507654701099
0.20599356053214612,0.4693193853964881,0.9884067295994179,0.14179763257150835,0.06377690299828964
0.6230605269306876,0.37226905005157285,0.8375513460804126,0.47522858272099777,0.9381276434393068
0.13169282511385816,0.3507415100597824,0.2685222265975922,0.30877628171800475,0.8688379290037291
0.12253840357227408,0.8734014654383687,0.8028293377767859,0.8342239310648731,0.9520284458116398
0.3325029621446359,0.04003932588687398,0.12709466197531627,0.6662216171464865,0.4724206918929139
0.04245689148699905,0.9570047234482667,0.43227208799454175,0.3865771351092523,0.6914110848431476
0.2028627113720355,0.42487299763806974,0.6634501230665879,0.42138481640595493,0.5045371990165513
0.7302574619774882,0.7445376224867151,0.21713246315756352,0.3434198127813938,0.29498322770261864
0.6365439014447486,0.25606444854559063,0.5537129809489818,0.1629672057071535,0.7798082465468289
0.7000014791771763,0.5979649835252617,0.03838676802768348,0.9121462360882062,0.27118752097955034
0.3886002445513097,0.977242303405838,0.2705691672546615,0.9513765865234916,0.45980726065009236
0.6473604202902449,0.28350244814093783,0.08775351900953965,0.6312290476710444,0.4632542834531802
0.6990859986824999,0.032529525745985444,0.5598806306599382,0.2896794051531735,0.38929029456965214
0.9730538815643153,0.5161662313731986,0.8374231998423672,0.41418214281430754,0.5805883259650252
0.31942545883706497,0.47600176099408975,0.9147675682128449,0.2758930549358044,0.15119897777295177
0.9906583523353286,0.08568211061940656,0.18753616812160567,0.7573360865775085,0.2368790164186355
0.06608602930280472,0.740352078456626,0.6784709775636907,0.37006251016903113,0.621508956838199
0.48699741570742805,0.5692196155586737,0.9431057810851509,0.4807794949611165,0.7348048975429654
0.6052645403989522,0.1991049312114247,0.18358768708081097,0.3520418987936338,0.7214995966811787
0.4376150973891353,0.07995788691173977,0.18067397841443167,0.23594549880692017,0.8478933779312986
0.31292316838092515,0.45870340272609433,0.973868440052966,0.280301692602244,0.9394621379828935
