,0,1,2,3,4
0,0.6725083808413519,0.788835140679151,0.28836947789684864,0.21016619061958297,0.45354941603413235
1,0.5015410223547644,0.14018948976825985,0.1579506989497188,0.44449823728005267,0.3476502451876722
2,0.2423068492094328,0.9951150893014963,0.39220810439915754,0.3218647347294379,0.9672965005151131
3,0.8930294557421291,0.7443689346650003,0.46218455944174897,0.5207991621821991,0.9127844616967662
4,0.8505998273392431,0.04826066155686992,0.5965929584237417,0.3764294668141076,0.10877500492073489
5,0.8817569155262124,0.2614420735880182,0.8763645986726047,0.32202024978989285,0.8784720077495612
6,0.9257648706972038,0.8904693595116481,0.067257752921273,0.7477307575294788,0.40686241932700906
7,0.177396740123129,0.4525415254219102,0.5709476505823576,0.5252256513514952,0.9207416611313761
8,0.8360294913851177,0.9985454811898671,0.8309515254830507,0.9092714817472005,0.8891884075468287
9,0.6122413501931245,0.28512997153706277,0.11545606824688515,0.4974360923446929,0.7505056324796207
10,0.5761498295361327,0.07792738085642326,0.9461864050175335,0.5211715610242562,0.4728813745687884
11,0.13546911870293676,0.23578655778164026,0.9022241626755709,0.08826868801572285,0.1901285010093713
12,0.38789142706803126,0.7886677535764993,0.3395230737497441,0.4996859003001388,0.4393578399226694
13,0.7308174391199583,0.5220683536468433,0.36891689034801844,0.5686556811410434,0.11531881509362707
14,0.9626624985632344,0.6896711660681777,0.5640486520229205,0.14286966546894841,0.6095241417912723
15,0.2894862821077536,0.5550602335604607,0.1810110750604117,0.9475121310281623,0.44748153409237257
16,0.31784422597718076,0.5518967600841035,0.9911906124048949,0.29555342819822394,0.9858817506143784
17,0.09989612273867043,0.12910327512477537,0.5223427397092437,0.02320229836195542,0.08096017720168602
18,0.9905868860634334,0.5933400472013836,0.8079895012301395,0.17414860602858506,0.6867715325599216
19,0.4084601476547087,0.9505647316315476,0.5888790824116452,0.2849796242582585,0.9427206441409595
20,0.5698257074164921,0.7058468556421703,0.5428742222428528,0.6230764455020805,0.9106031969478228
21,0.707420646560378,0.46207077155668264,0.1530238096039711,0.7747019116506545,0.5232234446949544
22,0.833808514269693,0.9572389491824889,0.8224844262808336,0.7437815965591554,0.7310455994558455
23,0.5946953069711151,0.753313265290925,0.8099991410723297,0.24318743410301258,0.5375901298077769
24,0.918563450328989,0.29994052430547746,0.7237410363875937,0.5996643324825972,0.4642345020890384
25,0.06830811665743963,0.24870839189943883,0.03062263291851508,0.7900060653341457,0.655151963635059
26,0.2750196582987827,0.6509572316898317,0.23569158335813234,0.4416606981548453,0.2048277000914246
27,0.6815834548622415,0.29967881342464564,0.7887935064158375,0.9594563179246107,0.4008721370262752
28,0.24251226010942573,0.4994758613897834,0.45315825747817684,0.967379773487363,0.09226591046818522
29,0.08279760383465029,0.6284683465969493,0.08655799800074226,0.6167908212565321,0.05787169574665807
30,0.3307543853075229,0.2640099297712657,0.2965469999528396,0.7729180441019646,0.7319954565366273
31,0.7690003534052333,0.2469504104866912,0.043217550494492496,0.20040861113812436,0.5539818073707848
32,0.9751939945009147,0.8928087465110597,0.12560129109300167,0.19966247946927562,0.27432110610715754
33,0.721283113647545,0.9473787576062314,0.4745117909938277,0.8120692739709072,0.7607729023061043
34,0.08863042603879645,0.35513706496060726,0.11916257208628145,0.26021479756348487,0.18617565331090102
35,0.5018951858575383,0.7249344651147457,0.7568591158647604,0.6123724525529186,0.8780736953891919
36,0.41808922056770104,0.2573634947109431,0.9022927915299453,0.25922099361089224,0.03281219910659949
37,0.21701966600106715,0.2642790312071328,0.8602376283069775,0.7001768770010441,0.8482377862199989
38,0.5565361817652735,0.036792073914567625,0.4776913138002137,0.355770318985007,0.17708377298671274
39,0.1296101649155248,0.2590361142579001,0.20418376030585117,0.18248592886851867,0.8390386154970982
40,0.40812963150684334,0.41081323932407987,0.3550703313603586,0.6578089900278197,0.13112909265324135
41,0.45609204897514044,0.12124524255446467,0.6260821452413629,0.8037765276721971,0.020298205256446877
42,0.22239181342279657,0.27101446913089944,0.9178043313228627,0.9964310563690028,0.6919374842825852
43,0.8964062183473891,0.06310181672651272,0.3355179864675879,0.39594616703453456,0.4975508999122681
44,0.3647867639738631,0.9946713416995825,0.2883993084816715,0.5432388847140798,0.7345161337878244
45,0.3759825700235462,0.8599547908780509,0.7914717993356617,0.14574807762747688,0.3922095143425044
46,0.20914424763151207,0.34466985918253334,0.05130665997225636,0.4582714847251923,0.4545339617421049
47,0.2794635897345753,0.15975720748684397,0.9876448104430996,0.7987093420786446,0.43630160539519625
48,0.4870411442484617,0.14959512491050475,0.3929503683655583,0.4008858174382858,0.1430040733620901
49,0.43351085917240495,0.7259076800589775,0.9515679842553776,0.19948623763489925,0.6514796999043503
50,0.20121408396794793,0.8464435682786469,0.6267587824321273,0.9876692759325622,0.35405193057934725
51,0.31335431599757957,0.31473577864670377,0.7686315573229843,0.5589032812365163,0.6664442938604446
52,0.6310065008984725,0.9377472234511046,0.21222312035819213,0.08555023041509713,0.11409121056670235
53,0.8062639764829507,0.4258401231660994,0.9424221784814116,0.25953910191229335,0.8556288451983219
