0,1,2,3,4
0.6536019370953916,0.9728611306253917,0.17524259972508305,0.18495499862508935,0.20917819714520425
0.6822355342389689,0.2945577814811787,0.7920793575410713,0.12780822690155846,0.17777277066620234
0.8716346000701825,0.22396791686945083,0.0032909677599025633,0.7228073174169739,0.8345411202386198
0.4467440220733788,0.00918675352204934,0.14351400964918504,0.5594361872310152,0.2837398973306018
0.6308677021723542,0.9444347398222249,0.422981233259484,0.2862148967645676,0.635642612158541
0.052830818704745264,0.4516291570792007,0.9928156791841022,0.7772533474083275,0.7509851001616825
0.35159402885742197,0.8504855294935274,0.13157592550398944,0.5214221064007344,0.49645777110743383
0.9295057610967805,0.7886235545752507,0.6552694960838137,0.5855904152865905,0.3096496073698678
0.917204667480473,0.9702230131143266,0.20197614218529414,0.44872708032153175,0.8292163342494835
0.7032905794804512,0.38123319002093403,0.15553900942534105,0.037414229760949214,0.7406224340502487
0.5227029186804006,0.8852847610081667,0.6048923966179319,0.8984854265338973,0.4146847870252637
0.8007947687734577,0.4186129281819193,0.6641726155271486,0.4945688613954874,0.7816404884072576
0.21177659840817586,0.7475925454881504,0.7187658829456796,0.8660875926161647,0.44564237983521326
0.7467366270388991,0.9365402232072291,0.7156193012846394,0.23963722078760064,0.3255205043696934
0.005340356823446024,0.9018533597645824,0.3231241692389266,0.3896847453386235,0.48784324449520045
0.419825979303288,0.9779365574291123,0.9789774806488478,0.4257102733647684,0.23998947841735274
0.5983254002708412,0.9880249144205878,0.9508393030474156,0.9312084755396137,0.5832199435602291
0.26665268075456505,0.7009351252276785,0.009027705477179904,0.6976967159323533,0.2759501653853589
0.6887549342472856,0.19445006997681014,0.6511800326983455,0.3796240957112793,0.7607690758712645
0.41667242114874337,0.9166371343827378,0.7872102441791128,0.5040847842276944,0.3266766172433765
0.9164493489749754,0.29017757917143394,0.2614658911096309,0.6832285337739815,0.6061500519433838
0.6363967135754184,0.04557642885459812,0.5189159313915994,0.9672639123423037,0.7421489421289109
0.9696701052854241,0.21835383238632533,0.4340747573852445,0.9976295691516174,0.12238557267629835
0.17635355495598848,0.7595999193170172,0.8102588331557556,0.3658263032386435,0.73433845306914
0.726220221253069,0.8936144267084628,0.14147182928366586,0.15569546465556028,0.8198061397008658
0.11020646653780464,0.7780448245901943,0.9709726854681705,0.3449122405666696,0.11295630581426308
0.3114942716403354,0.8093079906279457,0.11611266242601959,0.38704652203757905,0.867925176283113
0.17142167957802568,0.5235691041321331,0.5769526265223044,0.10577735225502438,0.23230943311939856
0.1239163120160427,0.10551061776874282,0.25957545491396816,0.04909653495316846,0.739172645590461
0.5472798140631929,0.922541998908177,0.6469807481994894,0.07267340684077539,0.9224934531723241
0.5884067254323148,0.8319472201725835,0.5633734328759349,0.909910123020257,0.24293427869527606
0.8088287770999582,0.4116359256050549,0.02717727506869183,0.009350728048297507,0.42559939784902345
0.3678052247012329,0.24981660726656285,0.24244905722430088,0.17496781241088444,0.08060056143802752
0.4978691806599872,0.89604582216366,0.054452119062950444,0.6898481120375053,0.9498380233048921
0.6471714154757048,0.6735785120733329,0.3159087553261354,0.7288516108328276,0.6829174763382054
0.8867409249480241,0.6515337899850854,0.022618731982358864,0.951535679406901,0.7656720333176243
0.37047277608458806,0.8394096554369264,0.602559238327118,0.13196263560787758,0.6499269668622849
0.07967866115566147,0.10759814573319726,0.049968600911051375,0.708487446471882,0.969145933029716
0.3964844977626385,0.020915056802688237,0.6484980211981639,0.848046094999906,0.7402454187831985
0.8525573746691598,0.09513311342369313,0.4973297368175452,0.07652219846929609,0.22787736368966705
0.652217826510086,0.4108222731097064,0.6401622153883482,0.9356292384980522,0.16560737375275125
0.6626668463036949,0.6971912016368984,0.955811506356,0.9737552274233017,0.7566545543909897
0.6361648671035246,0.2615314832273056,0.8929144275232277,0.6539205332486135,0.28237401456427214
0.5505707548528586,0.45343661318571593,0.804056220460837,0.32571661787118555,0.19817906497887416
0.6738177755770295,0.21836152076034765,0.7103489234345763,0.7236066251856692,0.5136627687167891
0.41894704190263654,0.5454549453227764,0.23033929599915848,0.5744738654205602,0.6324114863018893
0.44811734999910124,0.32082414932567216,0.2485993167868581,0.3517651184489672,0.7646805433742703
0.5197374341722053,0.7445240398609495,0.2175108246502815,0.1940612729996053,0.9419764603209504
0.6198740677487199,0.27753801703516956,0.4839217471710566,0.7108601648714059,0.2751326507755705
0.516548628662574,0.04565017655853709,0.4947687434962401,0.9553466157126757,0.7059949688231191
0.190055270692419,0.15141531334473335,0.024753488829917347,0.08554609836231841,0.025231377568907254
0.8299182031842655,0.05138305291351741,0.6643009506401021,0.8242658462262936,0.3830740364045674
0.652030441156883,0.9391338932101979,0.31908498843491095,0.8744213304791586,0.5572722662386898
0.26225594837858046,0.587391166860739,0.7225295276172042,0.59781440950453,0.715055102672961
0.055864603742443064,0.05837737344756877,0.32830234664477687,0.8886685496888791,0.025247428244047465
0.7006548974047545,0.4831911284432048,0.96537215611488,0.434611287152468,0.7547279246459913
0.8276440444081429,0.02453381873163707,0.2217357735777774,0.811201380147679,0.539212845742977
0.5832183202866177,0.7256350158883857,0.30812562686786915,0.9981251861098729,0.18874544799825677
0.06647912455498628,0.8455212620920155,0.8802797790651201,0.8701264864976667,0.4704917097948764
0.15857791551493972,0.6287528366645633,0.7041615357812132,0.21930038544219854,0.861520520674795
